"","spc.season","Harbour","meanQuantitycopies","LOD","LOQ","eDNA_eval_mean","eDNA_col_eval_mean","spc","season","Genus","species","dk_comnm","Harbour.Saeson.EuroFinsExtrSmpleno","Coll_date","volfilt_mL","declat","declon","EuroFinsampleno","gen_specnm.Wellname.season.no1","freq_NoCt","freq_belowLOD","freq_AbLOD_BeLOQ","freq_aboveLOQ","freq_repl_eval","eDNA_eval_p_repl_col","eDNA_eval_p_repl_descr","AssayIDcode","AssayIDNo","spc.Harbour","conv_rec_val","col.f.conv_rec_val","valid_comb_score","valid_hexcol","valid_score","categ_valid","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L","no_for_log.10_eDNAlvls","col_log.10_eDNAlvls","col.f.green.hexcol.ab.LOQ","eDNA_eval_t_repl_col"
"115","Pseudochattonella_farcimen.efteraar","Aarhus",1.8811,5,5,"belowLOD","yellow","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Pseudochattonella_farcimen.smpl02.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID03","03","Pseudochattonella_farcimen.Aarhus",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.131677,131.677,132.677,2.12279564299385,2,0,"0","yellow"
"155","Pseudochattonella_farcimen.efteraar","Esbjerg",0,5,5,"NoCt","white","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Pseudochattonella_farcimen.smpl01.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID03","03","Pseudochattonella_farcimen.Esbjerg",2,"black","1_and_2","#538DD5",11,"NoCt_FM4",0,0,1,0,1,0,"0","white"
"195","Pseudochattonella_farcimen.efteraar","Fredericia",115.866666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Pseudochattonella_farcimen.smpl05.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Fredericia",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",8.11066666666667,8110.66666666667,8111.66666666667,3.90911009585986,8,5,"#00FF00","black"
"235","Pseudochattonella_farcimen.efteraar","Frederikshavn",117.723333333333,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Pseudochattonella_farcimen.smpl06.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Frederikshavn",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",2.74687777777778,2746.87777777778,2747.87777777778,3.43899741193295,8,5,"#00FF00","black"
"275","Pseudochattonella_farcimen.efteraar","Gedser",0,5,5,"NoCt","white","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Pseudochattonella_farcimen.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID03","03","Pseudochattonella_farcimen.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"315","Pseudochattonella_farcimen.efteraar","Grenaa",6119.33333333333,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Pseudochattonella_farcimen.smpl08.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Grenaa",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",428.353333333333,428353.333333333,428354.333333333,5.63180316468436,10,7,"#007F00","black"
"355","Pseudochattonella_farcimen.efteraar","Helsingoer",122.533333333333,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Pseudochattonella_farcimen.smpl09.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Helsingoer",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",8.57733333333333,8577.33333333333,8578.33333333333,3.93340291786653,8,5,"#00FF00","black"
"395","Pseudochattonella_farcimen.efteraar","Hirtshals",2.94336666666667,5,5,"belowLOD","yellow","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Pseudochattonella_farcimen.smpl10.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID03","03","Pseudochattonella_farcimen.Hirtshals",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.343392777777778,343.392777777778,344.392777777778,2.53705403533636,2,0,"0","yellow"
"435","Pseudochattonella_farcimen.efteraar","Kalundborg",41.38,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Pseudochattonella_farcimen.smpl11.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Kalundborg",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",2.8966,2896.6,2897.6,3.46203843296998,8,5,"#00FF00","black"
"475","Pseudochattonella_farcimen.efteraar","KalundborgStatiolHavn",1875.66666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Pseudochattonella_farcimen.smpl15.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.KalundborgStatiolHavn",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",131.296666666667,131296.666666667,131297.666666667,5.11825700817025,10,7,"#007F00","black"
"515","Pseudochattonella_farcimen.efteraar","Koebenhavn",6511.33333333333,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Pseudochattonella_farcimen.smpl12.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Koebenhavn",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",276.238383838384,276238.383838384,276239.383838384,5.44128559663343,10,7,"#007F00","black"
"555","Pseudochattonella_farcimen.efteraar","Koege",0,5,5,"NoCt","white","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Pseudochattonella_farcimen.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID03","03","Pseudochattonella_farcimen.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"595","Pseudochattonella_farcimen.efteraar","Odense",6.89,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Pseudochattonella_farcimen.smpl13.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Odense",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",0.602875,602.875,603.875,2.78094705049458,7,4,"#3FFF3F","black"
"635","Pseudochattonella_farcimen.efteraar","Roedby",0.0540666666666667,5,5,"belowLOD","yellow","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Pseudochattonella_farcimen.smpl14.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID03","03","Pseudochattonella_farcimen.Roedby",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.0189233333333333,18.9233333333333,19.9233333333333,1.29936200111402,2,0,"0","yellow"
"36","Pseudochattonella_farcimen.foraar","AalborgHavn",0,5,5,"NoCt","white","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Pseudochattonella_farcimen.smpl04.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID03","03","Pseudochattonella_farcimen.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"76","Pseudochattonella_farcimen.foraar","Aalborgportland",1.45333333333333,5,5,"belowLOD","yellow","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Pseudochattonella_farcimen.smpl03.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID03","03","Pseudochattonella_farcimen.Aalborgportland",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.101733333333333,101.733333333333,102.733333333333,2.01171137966274,2,0,"0","yellow"
"116","Pseudochattonella_farcimen.foraar","Aarhus",1719,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Pseudochattonella_farcimen.smpl02.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Aarhus",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",50.1375,50137.5,50138.5,4.70017133697227,9,6,"#00BF00","black"
"156","Pseudochattonella_farcimen.foraar","Esbjerg",0,5,5,"NoCt","white","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Pseudochattonella_farcimen.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID03","03","Pseudochattonella_farcimen.Esbjerg",2,"black","1_and_2","#538DD5",11,"NoCt_FM4",0,0,1,0,1,0,"0","white"
"196","Pseudochattonella_farcimen.foraar","Fredericia",3738.33333333333,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Pseudochattonella_farcimen.smpl05.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Fredericia",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",163.552083333333,163552.083333333,163553.083333333,5.21365873593902,10,7,"#007F00","black"
"236","Pseudochattonella_farcimen.foraar","Frederikshavn",41.0066666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Pseudochattonella_farcimen.smpl06.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Frederikshavn",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",2.87046666666667,2870.46666666667,2871.46666666667,3.45810377915218,8,5,"#00FF00","black"
"276","Pseudochattonella_farcimen.foraar","Gedser",28.38,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Pseudochattonella_farcimen.smpl07.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Gedser",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",2.838,2838,2839,3.45316539252586,8,5,"#00FF00","black"
"316","Pseudochattonella_farcimen.foraar","Grenaa",37606.6666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Pseudochattonella_farcimen.smpl08.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Grenaa",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",2393.15151515152,2393151.51515152,2393152.51515152,6.37897037699958,11,8,"#003F00","black"
"356","Pseudochattonella_farcimen.foraar","Helsingoer",4896.66666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Pseudochattonella_farcimen.smpl09.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Helsingoer",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",342.766666666667,342766.666666667,342767.666666667,5.5349998481096,10,7,"#007F00","black"
"396","Pseudochattonella_farcimen.foraar","Hirtshals",0,5,5,"NoCt","white","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Pseudochattonella_farcimen.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID03","03","Pseudochattonella_farcimen.Hirtshals",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"436","Pseudochattonella_farcimen.foraar","Kalundborg",386966.666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Pseudochattonella_farcimen.smpl11.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Kalundborg",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",18058.4444444444,18058444.4444444,18058445.4444444,7.25668036148368,12,9,"#000000","black"
"476","Pseudochattonella_farcimen.foraar","KalundborgStatiolHavn",13186.6666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Pseudochattonella_farcimen.smpl15.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.KalundborgStatiolHavn",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",615.377777777778,615377.777777778,615378.777777778,5.78914251489986,10,7,"#007F00","black"
"516","Pseudochattonella_farcimen.foraar","Koebenhavn",35060,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Pseudochattonella_farcimen.smpl12.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Koebenhavn",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",1363.44444444444,1363444.44444444,1363445.44444444,6.13463776519606,11,8,"#003F00","black"
"556","Pseudochattonella_farcimen.foraar","Koege",132.166666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Pseudochattonella_farcimen.smpl16.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Koege",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",10.8843137254902,10884.3137254902,10885.3137254902,4.0368409503533,9,6,"#00BF00","black"
"596","Pseudochattonella_farcimen.foraar","Odense",4.16,5,5,"belowLOD","yellow","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Pseudochattonella_farcimen.smpl13.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID03","03","Pseudochattonella_farcimen.Odense",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.364,364,365,2.56229286445647,2,0,"0","yellow"
"636","Pseudochattonella_farcimen.foraar","Roedby",402.466666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","foraar","Pseudochattonella","farcimen","heterokontflagelat","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Pseudochattonella_farcimen.smpl14.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Roedby",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",56.3453333333333,56345.3333333333,56346.3333333333,4.75086566013525,9,6,"#00BF00","black"
"37","Pseudochattonella_verruculosa.efteraar","AalborgHavn",22.3233333333333,5,5,"aboveLOQ","black","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Pseudochattonella_verruculosa.smpl04.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID04","04","Pseudochattonella_verruculosa.AalborgHavn",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",1.56263333333333,1562.63333333333,1563.63333333333,3.19413492009254,8,5,"#00FF00","black"
"77","Pseudochattonella_verruculosa.efteraar","Aalborgportland",42.8733333333333,5,5,"aboveLOQ","black","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Pseudochattonella_verruculosa.smpl03.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID04","04","Pseudochattonella_verruculosa.Aalborgportland",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",1.20045333333333,1200.45333333333,1201.45333333333,3.07970690666766,8,5,"#00FF00","black"
"117","Pseudochattonella_verruculosa.efteraar","Aarhus",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Pseudochattonella_verruculosa.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Aarhus",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"157","Pseudochattonella_verruculosa.efteraar","Esbjerg",3.98666666666667,5,5,"belowLOD","yellow","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Pseudochattonella_verruculosa.smpl01.efteraar.1",0,2,0,1,"'0/2/0/1'",4,"1aboveLOQ","AssID04","04","Pseudochattonella_verruculosa.Esbjerg",2,"black","4_and_2","#92D050",14,"1AbLOQ_FM4",1.39533333333333,1395.33333333333,1396.33333333333,3.14498910564156,2,0,"0","red"
"197","Pseudochattonella_verruculosa.efteraar","Fredericia",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Pseudochattonella_verruculosa.smpl05.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Fredericia",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"237","Pseudochattonella_verruculosa.efteraar","Frederikshavn",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Pseudochattonella_verruculosa.smpl06.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Frederikshavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"277","Pseudochattonella_verruculosa.efteraar","Gedser",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Pseudochattonella_verruculosa.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"317","Pseudochattonella_verruculosa.efteraar","Grenaa",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Pseudochattonella_verruculosa.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Grenaa",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"357","Pseudochattonella_verruculosa.efteraar","Helsingoer",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Pseudochattonella_verruculosa.smpl09.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"397","Pseudochattonella_verruculosa.efteraar","Hirtshals",10.0166666666667,5,5,"aboveLOQ","black","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Pseudochattonella_verruculosa.smpl10.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID04","04","Pseudochattonella_verruculosa.Hirtshals",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",1.16861111111111,1168.61111111111,1169.61111111111,3.06804148535876,8,5,"#00FF00","black"
"437","Pseudochattonella_verruculosa.efteraar","Kalundborg",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Pseudochattonella_verruculosa.smpl11.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Kalundborg",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"477","Pseudochattonella_verruculosa.efteraar","KalundborgStatiolHavn",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Pseudochattonella_verruculosa.smpl15.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.KalundborgStatiolHavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"517","Pseudochattonella_verruculosa.efteraar","Koebenhavn",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Pseudochattonella_verruculosa.smpl12.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"557","Pseudochattonella_verruculosa.efteraar","Koege",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Pseudochattonella_verruculosa.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"597","Pseudochattonella_verruculosa.efteraar","Odense",6.03333333333333,5,5,"aboveLOQ","black","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Pseudochattonella_verruculosa.smpl13.efteraar.1",0,1,0,2,"'0/1/0/2'",4,"1aboveLOQ","AssID04","04","Pseudochattonella_verruculosa.Odense",1,"red","4_and_1","#C4D79B",9,"1AbLOQ_FB",0.527916666666667,527.916666666667,528.916666666667,2.72338725226633,7,4,"#3FFF3F","red"
"637","Pseudochattonella_verruculosa.efteraar","Roedby",0,5,5,"NoCt","white","Pseudochattonella_verruculosa","efteraar","Pseudochattonella","verruculosa","heterokontflagelat","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Pseudochattonella_verruculosa.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID04","04","Pseudochattonella_verruculosa.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
